order_id,date,customer_id,customer_name,region,category,product,quantity,sales,profit
ORD-00386,2024-09-01,CUST-0109,Zara Reddy,North,Office Supplies,Pen Set,6,89.0,12.72
ORD-00310,2024-09-21,CUST-0053,Vivaan Sharma,,Furniture,Office Chair,9,1529.35,471.99
ORD-00090,2024-04-05,CUST-0031,Ananya Mehta,West,Furniture,Filing Cabinet,1,235.28,3.51
ORD-00729,2024-07-20,CUST-0003,Rohan Kapoor,West,Electronics,Mechanical Keyboard,3,159.2,33.79
ORD-00938,2024-11-26,CUST-0026,Aditya Mehta,East,Furniture,Filing Cabinet,7,1760.44,431.34
ORD-00286,2024-08-09,CUST-0034,Vivaan Iyer,South,Office Supplies,Stapler,3,50.72,7.65
ORD-00531,2024-01-20,CUST-0044,Kiara Chopra,North,Office Supplies,Pen Set,9,99.93,22.46
ORD-00471,2024-03-04,CUST-0016,Rohan Patel,West,Furniture,Bookshelf,1,215.17,30.24
ORD-00683,2024-09-10,CUST-0019,Tara Singh,South,Apparel,Cap,8,331.99,-4.65
ORD-00195,2024-08-12,CUST-0059,Rohan Menon,West,Office Supplies,Printer Paper,8,136.9,
ORD-00252,2024-11-16,CUST-0054,Saanvi Reddy,West,Electronics,Webcam,10,661.46,-26.59
ORD-00712,2024-01-16,CUST-0097,Aarav Sharma,North,Office Supplies,Pen Set,7,84.4,18.03
ORD-00849,2024-08-14,CUST-0111,Meera Kapoor,South,Apparel,Jacket,7,317.55,34.5
ORD-00537,2024-10-04,CUST-0112,Vihaan Bose,South,Office Supplies,Stapler,3,67.83,-2.31
ORD-00469,2024-04-17,CUST-0064,Kiara Iyer,North,Furniture,Office Chair,1,175.1,13.76
ORD-00609,2024-09-21,CUST-0024,Vivaan Sharma,North,Apparel,Hoodie,2,53.46,10.72
ORD-00306,2024-01-02,CUST-0012,Diya Gupta,East,Apparel,Cap,11,297.34,47.17
ORD-00578,2024-12-21,CUST-0016,Rohan Patel,North,Furniture,Bookshelf,11,1920.69,10.68
ORD-00722,2024-01-30,CUST-0079,Kiara Patel,West,Office Supplies,Pen Set,7,103.51,
ORD-00357,2024-03-30,CUST-0031,Ananya Mehta,East,Electronics,27in Monitor,7,496.24,
ORD-00991,2024-07-16,CUST-0067,Aarav Rao,North,Furniture,Bookshelf,4,700.17,241.61
ORD-00296,2024-05-28,CUST-0101,Ishaan Menon,West,Apparel,Cap,4,112.65,33.47
ORD-01092,2024-10-11,CUST-0037,Tara Reddy,South,Electronics,USB-C Hub,4,312.42,94.83
ORD-00945,2024-02-26,CUST-0074,Vivaan Singh,West,Apparel,Hoodie,11,345.73,-2097.29
ORD-01008,2024-10-20,CUST-0097,Aarav Sharma,East,Apparel,T-Shirt,6,197.69,60.25
ORD-00685,2024-10-30,CUST-0039,Rohan Chopra,South,Furniture,Bookshelf,4,888.84,128.34
ORD-01070,2024-05-21,CUST-0055,Rohan Gupta,South,Electronics,27in Monitor,5,405.12,132.26
ORD-00366,2024-03-11,CUST-0019,Tara Singh,North,Electronics,USB-C Hub,10,860.46,215.11
ORD-00559,2024-07-28,CUST-0097,Aarav Sharma,West,Apparel,Hoodie,6,142.7,28.94
ORD-00911,2024-01-13,CUST-0053,Vivaan Sharma,East,Office Supplies,Notebook Pack,8,94.9,5.42
ORD-00323,2024-03-22,CUST-0052,Saanvi Patel,South,Office Supplies,Notebook Pack,7,113.29,35.35
ORD-00251,2024-08-18,CUST-0058,Ishaan Reddy,East,Apparel,T-Shirt,5,124.14,20.72
ORD-01048,2024-12-30,CUST-0002,Saanvi Bose,East,Office Supplies,Pen Set,10,177.61,48.12
ORD-00550,2024-11-01,CUST-0094,Vihaan Patel,South,Electronics,USB-C Hub,9,880.39,192.94
ORD-00857,2024-11-09,CUST-0112,Vihaan Bose,West,Office Supplies,Stapler,7,120.47,31.62
ORD-00882,2024-12-28,CUST-0022,Zara Iyer,South,Office Supplies,Printer Paper,7,96.45,32.07
ORD-00655,2024-02-18,CUST-0034,Vivaan Iyer,East,Apparel,Jacket,5,144.05,30.85
ORD-00121,2024-12-26,CUST-0088,Aarav Reddy,East,Furniture,Office Chair,11,3195.52,659.21
ORD-00673,2024-03-15,CUST-0056,Priya Iyer,North,Office Supplies,Notebook Pack,11,147.49,13.05
ORD-00735,2024-08-19,CUST-0060,Ishaan Patel,North,Apparel,T-Shirt,6,195.86,50.19
ORD-00220,2024-05-13,CUST-0082,Vihaan Bose,South,Electronics,USB-C Hub,9,636.29,-8.9
ORD-00329,2024-05-27,CUST-0031,Ananya Mehta,West,Furniture,Bookshelf,10,2081.41,658.65
ORD-00193,2024-06-09,CUST-0103,Tara Rao,South,Office Supplies,Pen Set,1,13.83,4.69
ORD-00986,2024-07-31,CUST-0007,Arjun Sharma,North,Apparel,Jacket,8,346.14,23.71
ORD-00181,2024-09-25,CUST-0005,Aarav Gupta,East,Electronics,Wireless Mouse,4,446.08,137.15
ORD-00186,2024-01-11,CUST-0096,Kabir Kapoor,West,Office Supplies,Pen Set,4,72.53,22.83
ORD-00594,2024-07-31,CUST-0092,Kiara Bose,West,Apparel,Cap,5,210.06,38.29
ORD-00432,2024-08-06,CUST-0111,Meera Kapoor,West,Furniture,Filing Cabinet,10,2571.45,262.23
ORD-00465,2024-09-12,CUST-0065,Meera Rao,South,Apparel,Hoodie,3,101.12,15.91
ORD-01017,2024-09-26,CUST-0028,Vihaan Bose,East,Electronics,27in Monitor,5,358.61,21.63
ORD-00075,2024-07-21,CUST-0048,Priya Patel,North,Office Supplies,Stapler,2,30.94,4.32
ORD-00817,2024-08-12,CUST-0048,Priya Patel,South,Office Supplies,Stapler,8,166.44,46.58
ORD-00376,2024-12-16,CUST-0024,Vivaan Sharma,North,Electronics,Wireless Mouse,7,792.46,248.05
ORD-00810,2024-06-21,CUST-0033,Kiara Sharma,South,Electronics,Wireless Mouse,7,533.21,63.37
ORD-00695,2024-07-12,CUST-0025,Kabir Sharma,East,Electronics,27in Monitor,5,400.1,60.73
ORD-00268,2024-05-02,CUST-0016,Rohan Patel,East,Electronics,Wireless Mouse,10,639.66,17.49
ORD-00085,2024-02-23,CUST-0081,Rohan Iyer,West,Electronics,Webcam,11,683.04,34.02
ORD-01004,2024-09-08,CUST-0064,Kiara Iyer,West,Furniture,Office Chair,8,1658.49,464.22
ORD-00858,2024-10-30,CUST-0095,Kabir Gupta,North,Apparel,Jacket,1,42.76,3.56
ORD-00380,2024-01-16,CUST-0117,Tara Chopra,West,Electronics,Mechanical Keyboard,4,250.21,7.23
ORD-00143,2024-11-26,CUST-0112,Vihaan Bose,North,Apparel,Cap,1,36.45,0.14
ORD-00553,2024-04-18,CUST-0091,Tara Sharma,West,Furniture,Standing Desk,5,881.28,150.85
ORD-00566,2024-07-24,CUST-0045,Tara Singh,West,Apparel,Jacket,6,265.57,-9.59
ORD-00157,2024-11-30,CUST-0012,Diya Gupta,North,Apparel,T-Shirt,11,351.77,-7.2
ORD-00210,2024-01-23,CUST-0014,Kiara Rao,North,Furniture,Filing Cabinet,5,739.17,157.27
ORD-00705,2024-09-24,CUST-0080,Ananya Iyer,East,Electronics,Webcam,5,506.3,69.86
ORD-00647,2024-07-03,CUST-0070,Kiara Nair,East,Electronics,USB-C Hub,7,542.95,-24.26
ORD-00965,2024-11-09,CUST-0021,Kabir Nair,South,Apparel,T-Shirt,2,53.87,2.8
ORD-00180,2024-12-08,CUST-0016,Rohan Patel,South,Office Supplies,Stapler,11,129.84,4.24
ORD-00135,2024-12-04,CUST-0030,Kabir Mehta,West,Electronics,27in Monitor,11,1087.7,148.1
ORD-00002,2024-03-16,CUST-0041,Meera Gupta,South,Furniture,Office Chair,5,563.3,162.08
ORD-00313,2024-01-02,CUST-0078,Rohan Bose,West,Electronics,USB-C Hub,6,357.61,99.5
ORD-00110,2024-11-10,CUST-0092,Kiara Bose,East,Office Supplies,Pen Set,2,31.6,-0.57
ORD-00161,2024-06-08,CUST-0036,Arjun Nair,East,Apparel,Cap,4,118.64,7.8
ORD-00402,2024-07-21,CUST-0032,Ishaan Nair,North,Office Supplies,Printer Paper,3,31.83,7.83
ORD-00206,2024-03-23,CUST-0001,Kiara Singh,West,Apparel,Cap,1,27.46,1.5
ORD-00491,2024-05-12,CUST-0039,Rohan Chopra,North,Apparel,Jacket,8,185.17,5.42
ORD-00289,2024-09-11,CUST-0015,Kabir Mehta,East,Office Supplies,Pen Set,4,89.46,10.18
ORD-00057,2024-02-08,CUST-0018,Vihaan Kapoor,West,Apparel,T-Shirt,2,57.35,-2.12
ORD-00173,2024-09-08,CUST-0004,Zara Nair,South,Apparel,T-Shirt,11,280.37,0.27
ORD-00522,2024-05-28,CUST-0017,Meera Menon,North,Apparel,Jacket,9,341.32,42.36
ORD-00572,2024-02-23,CUST-0058,Ishaan Reddy,South,Electronics,Webcam,9,633.98,61.11
ORD-00232,2024-12-29,CUST-0067,Aarav Rao,West,Furniture,Office Chair,6,1384.03,329.89
ORD-00963,2024-08-13,CUST-0055,Rohan Gupta,South,Electronics,Webcam,4,289.83,55.41
ORD-00613,2024-02-01,CUST-0024,Vivaan Sharma,West,Office Supplies,Stapler,10,145.37,32.8
ORD-00835,2024-02-24,CUST-0040,Saanvi Iyer,North,Electronics,Wireless Mouse,11,490.23,-10.89
ORD-00711,2024-08-11,CUST-0066,Diya Nair,North,Electronics,27in Monitor,6,483.92,-15.25
ORD-00311,2024-01-17,CUST-0094,Vihaan Patel,East,Furniture,Standing Desk,8,1355.86,220.62
ORD-00078,2024-05-20,CUST-0052,Saanvi Patel,West,Furniture,Standing Desk,6,1225.07,413.37
ORD-01045,2024-07-21,CUST-0082,Vihaan Bose,North,Electronics,27in Monitor,2,101.21,9.92
ORD-00237,2024-06-17,CUST-0051,Saanvi Reddy,South,Electronics,27in Monitor,3,208.55,5.85
ORD-00664,2024-02-27,CUST-0008,Kabir Chopra,West,Office Supplies,Printer Paper,9,131.05,7.65
ORD-01097,2024-07-22,CUST-0064,Kiara Iyer,East,Apparel,Hoodie,3,132.47,7.36
ORD-00904,2024-09-04,CUST-0079,Kiara Patel,West,Electronics,Webcam,11,1180.32,229.17
ORD-01023,2024-02-18,CUST-0006,Ananya Bose,West,Apparel,Jacket,2,54.3,-1.28
ORD-00619,2024-02-22,CUST-0087,Rohan Patel,West,Furniture,Filing Cabinet,10,1800.25,282.4
ORD-00176,2024-04-14,CUST-0034,Vivaan Iyer,North,Furniture,Office Chair,10,1476.61,-0.07
ORD-00840,2024-04-03,CUST-0015,Kabir Mehta,North,Electronics,Mechanical Keyboard,6,373.61,127.83
ORD-00569,2024-06-11,CUST-0111,Meera Kapoor,North,Electronics,Wireless Mouse,8,662.22,-10.46
ORD-00544,2024-04-13,CUST-0012,Diya Gupta,South,Furniture,Filing Cabinet,11,1745.9,418.99
ORD-00681,2024-03-20,CUST-0097,Aarav Sharma,South,Furniture,Filing Cabinet,5,1140.01,178.93
ORD-00408,2024-06-09,CUST-0069,Ishaan Menon,South,Office Supplies,Printer Paper,8,83.95,16.52
ORD-00318,2024-11-05,CUST-0083,Priya Patel,South,Office Supplies,Stapler,4,86.89,11.98
ORD-00551,2024-06-24,CUST-0062,Kabir Singh,East,Apparel,T-Shirt,7,293.22,35.8
ORD-00530,2024-08-18,CUST-0117,Tara Chopra,South,Furniture,Office Chair,6,786.79,270.05
ORD-00153,2024-07-15,CUST-0098,Tara Reddy,South,Office Supplies,Pen Set,11,213.8,25.55
ORD-00047,2024-03-26,CUST-0077,Kabir Menon,North,Furniture,Standing Desk,5,1117.87,261.39
ORD-01049,2024-09-03,CUST-0062,Kabir Singh,South,Office Supplies,Printer Paper,4,62.03,10.48
ORD-00728,2024-09-10,CUST-0007,Arjun Sharma,North,Apparel,Jacket,10,406.4,-3.9
ORD-00545,2024-10-04,CUST-0011,Zara Gupta,South,Electronics,Wireless Mouse,10,773.15,256.1
ORD-00348,2024-08-18,CUST-0046,Aarav Kapoor,North,Office Supplies,Pen Set,3,38.34,10.2
ORD-00933,2024-03-28,CUST-0089,Kiara Rao,North,Electronics,Webcam,9,773.67,108.86
ORD-00993,2024-11-24,CUST-0034,Vivaan Iyer,East,Apparel,Jacket,9,217.31,-3.25
ORD-00241,2024-07-13,CUST-0103,Tara Rao,East,Office Supplies,Printer Paper,2,22.01,1.62
ORD-00541,2024-08-15,CUST-0016,Rohan Patel,West,Electronics,USB-C Hub,8,860.95,275.35
ORD-01086,2024-04-30,CUST-0014,Kiara Rao,East,Apparel,T-Shirt,8,329.48,70.5
ORD-00557,2024-10-18,CUST-0034,Vivaan Iyer,South,Furniture,Office Chair,10,2454.28,
ORD-00984,2024-10-02,CUST-0087,Rohan Patel,East,Electronics,27in Monitor,1,107.61,0.26
ORD-00063,2024-06-04,CUST-0046,Aarav Kapoor,East,Apparel,Cap,10,336.75,-16.4
ORD-00954,2024-05-30,CUST-0075,Meera Verma,East,Apparel,Jacket,10,289.69,62.15
ORD-00836,2024-09-14,CUST-0119,Zara Rao,South,Office Supplies,Stapler,3,43.29,8.38
ORD-00292,2024-03-11,CUST-0036,Arjun Nair,South,Electronics,Mechanical Keyboard,1,95.1,-4.44
ORD-01079,2024-09-06,CUST-0036,Arjun Nair,South,Apparel,Hoodie,5,183.09,
ORD-00733,2024-10-15,CUST-0109,Zara Reddy,West,Office Supplies,Stapler,3,68.56,17.1
ORD-01066,2024-03-21,CUST-0006,Ananya Bose,North,Furniture,Office Chair,9,1447.43,422.23
ORD-00520,2024-03-09,CUST-0077,Kabir Menon,West,Apparel,Hoodie,7,131.96,16.1
ORD-00661,2024-11-18,CUST-0059,Rohan Menon,South,Furniture,Standing Desk,9,2562.62,771.24
ORD-00401,2024-04-17,CUST-0101,Ishaan Menon,North,Apparel,T-Shirt,9,273.32,32.68
ORD-00023,2024-06-17,CUST-0099,Vihaan Sharma,East,Office Supplies,Pen Set,11,8212.83,21.2
ORD-00741,2024-07-03,CUST-0081,Rohan Iyer,North,Apparel,Hoodie,6,226.41,18.55
ORD-00438,2024-01-11,CUST-0063,Meera Das,West,Office Supplies,Notebook Pack,8,123.09,14.48
ORD-00189,2024-01-17,CUST-0061,Kabir Singh,North,Electronics,Webcam,6,347.58,52.74
ORD-00702,2024-11-12,CUST-0023,Zara Singh,South,Electronics,USB-C Hub,4,364.12,7.87
ORD-00472,2024-10-10,CUST-0086,Kiara Singh,,Office Supplies,Notebook Pack,5,95.62,
ORD-00912,2024-12-11,CUST-0059,Rohan Menon,East,Electronics,Webcam,7,719.45,106.68
ORD-00400,2024-06-01,CUST-0053,Vivaan Sharma,West,Furniture,Office Chair,5,945.04,65.06
ORD-00259,2024-06-13,CUST-0002,Saanvi Bose,East,Furniture,Bookshelf,1,186.13,57.44
ORD-00228,2024-09-22,CUST-0069,Ishaan Menon,South,Apparel,Cap,4,115.41,3.22
ORD-00317,2024-07-21,CUST-0046,Aarav Kapoor,South,Electronics,27in Monitor,2,147.28,17.79
ORD-00108,2024-04-03,CUST-0019,Tara Singh,East,Electronics,Webcam,9,648.67,132.6
ORD-01029,2024-06-07,CUST-0109,Zara Reddy,North,Office Supplies,Notebook Pack,9,161.13,4.23
ORD-00925,2024-07-08,CUST-0075,Meera Verma,North,Apparel,Cap,5,183.85,56.9
ORD-00884,2024-02-04,CUST-0086,Kiara Singh,East,Office Supplies,Stapler,7,61.76,-1.62
ORD-00484,2024-08-26,CUST-0011,Zara Gupta,West,Furniture,Office Chair,8,1773.69,528.04
ORD-00452,2024-08-10,CUST-0040,Saanvi Iyer,South,Apparel,Hoodie,2,67.49,2.8
ORD-00689,2024-04-10,CUST-0075,Meera Verma,West,Furniture,Office Chair,1,241.71,33.99
ORD-00346,2024-10-24,CUST-0087,Rohan Patel,North,Furniture,Filing Cabinet,2,475.22,26.14
ORD-00081,2024-08-12,CUST-0092,Kiara Bose,West,Office Supplies,Stapler,7,144.47,24.59
ORD-00788,2024-07-27,CUST-0112,Vihaan Bose,South,Office Supplies,Printer Paper,10,154.92,-4.86
ORD-00166,2024-09-29,CUST-0055,Rohan Gupta,West,Apparel,T-Shirt,1,31.92,0.92
ORD-00481,2024-09-10,CUST-0055,Rohan Gupta,East,Office Supplies,Pen Set,8,151.68,37.4
ORD-00031,2024-02-26,CUST-0005,Aarav Gupta,East,Furniture,Filing Cabinet,10,2085.11,431.06
ORD-00011,2024-09-29,CUST-0051,Saanvi Reddy,North,Electronics,27in Monitor,1,69.58,-0.05
ORD-00846,2024-01-19,CUST-0094,Vihaan Patel,South,Electronics,27in Monitor,8,692.32,210.14
ORD-00343,2024-08-07,CUST-0056,Priya Iyer,West,Electronics,USB-C Hub,7,717.48,-23.11
ORD-00428,2024-09-15,CUST-0101,Ishaan Menon,South,Electronics,Webcam,7,492.06,151.07
ORD-00556,2024-03-18,CUST-0088,Aarav Reddy,South,Office Supplies,Stapler,2,36.46,0.58
ORD-00870,2024-08-26,CUST-0047,Kabir Verma,North,Electronics,27in Monitor,3,244.35,8.05
ORD-00158,2024-11-29,CUST-0014,Kiara Rao,North,Furniture,Standing Desk,7,1470.28,142.88
ORD-01021,2024-07-11,CUST-0016,Rohan Patel,West,Office Supplies,Printer Paper,9,170.56,-7.78
ORD-00686,2024-08-31,CUST-0065,Meera Rao,North,Office Supplies,Printer Paper,11,144.18,46.02
ORD-00334,2024-07-24,CUST-0091,Tara Sharma,South,Electronics,Mechanical Keyboard,1,87.43,19.97
ORD-00928,2024-03-14,CUST-0051,Saanvi Reddy,North,Furniture,Filing Cabinet,2,417.32,108.15
ORD-00258,2024-01-25,CUST-0049,Tara Mehta,West,Electronics,27in Monitor,4,237.82,18.13
ORD-00935,2024-04-17,CUST-0099,Vihaan Sharma,West,Office Supplies,Pen Set,1,20.02,
ORD-01062,2024-06-22,CUST-0065,Meera Rao,South,Electronics,Mechanical Keyboard,2,157.15,20.86
ORD-00478,2024-12-17,CUST-0094,Vihaan Patel,South,Apparel,Hoodie,7,240.0,37.81
ORD-00622,2024-09-08,CUST-0103,Tara Rao,North,Office Supplies,Pen Set,11,182.86,61.81
ORD-00005,2024-12-04,CUST-0041,Meera Gupta,North,Apparel,T-Shirt,8,381.94,121.54
ORD-00625,2024-02-13,CUST-0032,Ishaan Nair,East,Office Supplies,Stapler,9,156.51,-7.66
ORD-00199,2024-03-09,CUST-0086,Kiara Singh,South,Office Supplies,Stapler,8,112.2,0.61
ORD-00117,2024-08-27,CUST-0112,Vihaan Bose,East,Apparel,T-Shirt,2,69.55,-2.7
ORD-00410,2024-03-18,CUST-0116,Rohan Kapoor,West,Apparel,Hoodie,7,266.92,57.0
ORD-00280,2024-07-08,CUST-0005,Aarav Gupta,South,Electronics,USB-C Hub,8,583.91,166.93
ORD-00205,2024-02-11,CUST-0030,Kabir Mehta,South,Office Supplies,Printer Paper,1,11.42,2.27
ORD-00439,2024-10-16,CUST-0082,Vihaan Bose,South,Furniture,Office Chair,3,690.37,105.67
ORD-00175,2024-11-01,CUST-0037,Tara Reddy,West,Electronics,USB-C Hub,1,118.0,35.49
ORD-00871,2024-04-04,CUST-0099,Vihaan Sharma,North,Electronics,Mechanical Keyboard,4,257.52,8.4
ORD-00581,2024-09-21,CUST-0032,Ishaan Nair,,Apparel,T-Shirt,8,204.68,9.54
ORD-00328,2024-08-05,CUST-0079,Kiara Patel,West,Apparel,Hoodie,3,125.14,25.53
ORD-00203,2024-03-27,CUST-0071,Aarav Das,East,Furniture,Office Chair,1,213.48,38.53
ORD-00864,2024-06-10,CUST-0069,Ishaan Menon,North,Office Supplies,Notebook Pack,7,131.12,32.55
ORD-00084,2024-05-30,CUST-0084,Aarav Iyer,South,Furniture,Filing Cabinet,6,1377.34,239.2
ORD-00120,2024-08-26,CUST-0014,Kiara Rao,East,Apparel,Cap,7,281.23,-2.77
ORD-00178,2024-07-21,CUST-0078,Rohan Bose,North,Apparel,T-Shirt,6,162.8,56.3
ORD-00276,2024-11-06,CUST-0084,Aarav Iyer,South,Electronics,Wireless Mouse,5,408.13,87.61
ORD-00790,2024-10-27,CUST-0113,Kiara Iyer,North,Furniture,Standing Desk,6,1267.05,-32.56
ORD-00413,2024-11-20,CUST-0087,Rohan Patel,North,Apparel,Jacket,3,149.93,38.24
ORD-00014,2024-06-24,CUST-0114,Ishaan Menon,South,Office Supplies,Pen Set,9,182.98,3.98
ORD-00249,2024-12-20,CUST-0082,Vihaan Bose,North,Electronics,Mechanical Keyboard,3,258.4,29.96
ORD-01077,2024-01-27,CUST-0069,Ishaan Menon,West,Office Supplies,Notebook Pack,6,71.35,10.41
ORD-00577,2024-09-24,CUST-0001,Kiara Singh,East,Office Supplies,Pen Set,1,15.97,-0.05
ORD-00546,2024-08-06,CUST-0042,Kiara Bose,South,Furniture,Office Chair,6,1309.31,180.96
ORD-00645,2024-07-11,CUST-0045,Tara Singh,North,Apparel,Jacket,10,330.52,109.37
ORD-00562,2024-02-20,CUST-0099,Vihaan Sharma,East,Office Supplies,Printer Paper,5,84.86,11.41
ORD-00118,2024-11-02,CUST-0014,Kiara Rao,North,Electronics,Webcam,2,151.98,-1.49
ORD-00663,2024-08-04,CUST-0054,Saanvi Reddy,South,Office Supplies,Pen Set,11,123.61,21.47
ORD-00696,2024-07-13,CUST-0002,Saanvi Bose,West,Office Supplies,Pen Set,11,164.51,14.58
ORD-00789,2024-08-27,CUST-0043,Aditya Mehta,North,Furniture,Office Chair,5,906.29,85.39
ORD-00130,2024-08-25,CUST-0083,Priya Patel,South,Electronics,USB-C Hub,10,713.93,172.72
ORD-00091,2024-06-25,CUST-0030,Kabir Mehta,East,Furniture,Bookshelf,6,1089.32,6.15
ORD-00463,2024-01-15,CUST-0088,Aarav Reddy,South,Apparel,Jacket,11,286.55,-7.42
ORD-00127,2024-12-29,CUST-0105,Ishaan Bose,South,Furniture,Filing Cabinet,11,2060.76,-23.48
ORD-00969,2024-07-22,CUST-0018,Vihaan Kapoor,East,Apparel,Cap,9,312.78,77.93
ORD-00164,2024-02-10,CUST-0115,Ananya Sharma,North,Apparel,Cap,7,200.56,26.86
ORD-00112,2024-08-07,CUST-0006,Ananya Bose,East,Furniture,Standing Desk,11,2998.44,-99.13
ORD-00345,2024-02-14,CUST-0031,Ananya Mehta,East,Apparel,T-Shirt,8,211.84,40.63
ORD-00867,2024-07-14,CUST-0013,Tara Nair,West,Office Supplies,Notebook Pack,9,138.1,8.35
ORD-00657,2024-11-19,CUST-0062,Kabir Singh,North,Furniture,Office Chair,11,3330.49,639.54
ORD-01093,2024-07-17,CUST-0054,Saanvi Reddy,West,Furniture,Standing Desk,10,1975.33,-94.37
ORD-00591,2024-12-08,CUST-0051,Saanvi Reddy,East,Apparel,T-Shirt,10,303.17,-6.53
ORD-00131,2024-11-15,CUST-0050,Rohan Bose,North,Office Supplies,Notebook Pack,9,135.17,31.01
ORD-00958,2024-05-14,CUST-0026,Aditya Mehta,West,Office Supplies,Printer Paper,11,153.73,45.17
ORD-00898,2024-02-26,CUST-0061,Kabir Singh,South,Office Supplies,Stapler,4,53.75,6.8
ORD-00339,2024-08-29,CUST-0088,Aarav Reddy,South,Electronics,Mechanical Keyboard,7,702.69,182.36
ORD-00493,2024-03-09,CUST-0073,Kabir Bose,North,Electronics,Wireless Mouse,8,488.58,37.74
ORD-00941,2024-07-13,CUST-0050,Rohan Bose,West,Office Supplies,Notebook Pack,7,82.42,17.74
ORD-00073,2024-11-01,CUST-0023,Zara Singh,South,Electronics,Mechanical Keyboard,2,153.0,20.86
ORD-00003,2024-06-07,CUST-0117,Tara Chopra,South,Office Supplies,Notebook Pack,7,131.5,13.49
ORD-00017,2024-10-16,CUST-0041,Meera Gupta,South,Electronics,Mechanical Keyboard,7,529.54,23.63
ORD-00865,2024-01-17,CUST-0050,Rohan Bose,South,Apparel,Jacket,2,70.7,-2.81
ORD-01085,2024-03-09,CUST-0051,Saanvi Reddy,North,Apparel,Jacket,4,115.02,32.77
ORD-01006,2024-12-16,CUST-0092,Kiara Bose,South,Furniture,Standing Desk,3,902.14,281.03
ORD-00013,2024-11-08,CUST-0094,Vihaan Patel,East,Furniture,Standing Desk,4,979.02,197.19
ORD-00448,2024-05-24,CUST-0018,Vihaan Kapoor,East,Apparel,T-Shirt,5,191.74,9.12
ORD-00482,2024-01-12,CUST-0092,Kiara Bose,North,Electronics,USB-C Hub,9,563.28,91.42
ORD-00536,2024-01-28,CUST-0070,Kiara Nair,North,Office Supplies,Stapler,10,93.65,
ORD-01040,2024-12-24,CUST-0022,Zara Iyer,South,Office Supplies,Printer Paper,9,187.66,58.06
ORD-00909,2024-04-20,CUST-0100,Arjun Verma,West,Electronics,Mechanical Keyboard,4,280.92,39.85
ORD-00850,2024-04-28,CUST-0051,Saanvi Reddy,South,Apparel,Jacket,262,20.42,4.63
ORD-00585,2024-06-25,CUST-0071,Aarav Das,North,Apparel,Cap,7,242.37,47.87
ORD-00109,2024-08-29,CUST-0110,Arjun Mehta,South,Electronics,Mechanical Keyboard,7,565.49,50.49
ORD-00525,2024-02-18,CUST-0093,Rohan Mehta,West,Apparel,Hoodie,10,254.4,47.22
ORD-00891,2024-12-23,CUST-0052,Saanvi Patel,West,Furniture,Standing Desk,10,2128.06,510.25
ORD-00547,2024-08-07,CUST-0108,Ananya Das,East,Furniture,Filing Cabinet,4,755.31,93.52
ORD-00182,2024-11-21,CUST-0080,Ananya Iyer,South,Apparel,T-Shirt,1,38.72,12.97
ORD-00793,2024-01-04,CUST-0075,Meera Verma,North,Furniture,Standing Desk,10,1807.34,344.54
ORD-00797,2024-12-01,CUST-0071,Aarav Das,East,Furniture,Office Chair,10,1609.31,440.56
ORD-01095,2024-06-14,CUST-0073,Kabir Bose,South,Electronics,Mechanical Keyboard,3,299.56,56.81
ORD-00616,2024-11-16,CUST-0072,Aarav Gupta,South,Apparel,T-Shirt,10,344.09,91.94
ORD-00371,2024-04-24,CUST-0045,Tara Singh,East,Office Supplies,Stapler,4,75.74,7.9
ORD-00341,2024-07-24,CUST-0050,Rohan Bose,South,Electronics,Webcam,11,1081.81,189.95
ORD-00506,2024-08-14,CUST-0067,Aarav Rao,South,Furniture,Office Chair,7,1288.0,209.56
ORD-00347,2024-02-08,CUST-0051,Saanvi Reddy,North,Apparel,Hoodie,1,38.88,2.92
ORD-00309,2024-08-07,CUST-0095,Kabir Gupta,East,Apparel,Cap,4,147.0,41.72
ORD-00929,2024-03-10,CUST-0017,Meera Menon,West,Apparel,Cap,4,88.41,2.52
ORD-00305,2024-03-20,CUST-0008,Kabir Chopra,North,Apparel,T-Shirt,9,338.25,96.39
ORD-00966,2024-02-29,CUST-0036,Arjun Nair,South,Electronics,USB-C Hub,2,133.21,29.27
ORD-00513,2024-11-26,CUST-0094,Vihaan Patel,West,Electronics,Webcam,4,371.92,100.72
ORD-00043,2024-07-08,CUST-0062,Kabir Singh,West,Office Supplies,Pen Set,1,19.42,5.38
ORD-00758,2024-11-01,CUST-0082,Vihaan Bose,North,Furniture,Standing Desk,4,1012.44,57.63
ORD-01068,2024-10-03,CUST-0042,Kiara Bose,South,Furniture,Office Chair,2,423.98,134.27
ORD-01084,2024-04-02,CUST-0061,Kabir Singh,East,Apparel,Jacket,1,36.97,5.19
ORD-00779,2024-10-25,CUST-0006,Ananya Bose,South,Apparel,Cap,6,233.1,-5.13
ORD-00853,2024-02-06,CUST-0080,Ananya Iyer,South,Apparel,Hoodie,1,36.49,4.7
ORD-00990,2024-03-06,CUST-0070,Kiara Nair,North,Furniture,Office Chair,9,2130.58,731.75
ORD-00460,2024-01-05,CUST-0061,Kabir Singh,South,Furniture,Bookshelf,3,440.12,-13.37
ORD-00424,2024-02-01,CUST-0094,Vihaan Patel,South,Furniture,Office Chair,3,660.93,210.02
ORD-00368,2024-04-09,CUST-0019,Tara Singh,South,Office Supplies,Pen Set,2,34.05,4.9
